,y
0,1.331984718015808
1,2.854846335377387
2,3.322844602789664
3,3.4092674291184486
4,3.2247456382408175
5,4.503469221719251
6,3.517338794599832
7,3.7439733948702787
8,3.3256047967567484
9,1.7318311354019822
10,1.6447087519879622
11,1.719318970387719
12,0.4499370997712291
13,1.8509287386621813
14,4.694440207025436
15,4.316832311908964
16,3.9933838221699633
17,3.445005219550325
18,3.2238836642716655
19,1.0491560807010747
20,1.8874486414256852
21,1.8598302598647
22,3.434682840816923
23,3.3325367519619107
24,2.861875078160844
25,4.718818379423095
26,4.072030305970963
27,3.0433250094613222
28,3.244999146495906
29,4.763001069739225
30,4.217468339800439
31,3.3605200723894293
32,3.026373550739157
33,3.445938605432866
34,5.074731538175113
35,4.853680073904418
36,5.641027748392844
37,5.29910005802882
38,5.182398604700449
39,4.211510276898156
40,3.122386738539932
41,4.075852092682256
42,4.008432100685561
43,5.18096932286285
44,6.263300765463945
45,5.524381747966354
46,5.681665381957375
47,5.392720904460975
48,4.216817443628207
49,2.8289559885111357
50,2.64458048839717
51,4.282113487168032
52,4.266505158009822
53,4.802498490922781
54,3.2057080544587766
55,3.3011662184184325
56,3.8197332475325485
57,2.773982080556193
58,4.723805338642561
59,5.385796920693846
60,4.132005483692894
61,4.869680414070516
62,5.4545362905523165
63,4.219604436343251
64,6.159496857249808
65,5.892386168371258
66,5.432555602655473
67,6.11299996444846
68,5.7696783385129935
69,5.194298623988443
70,3.8442299338505297
71,3.412866812748722
72,4.222015465242004
73,4.078389359475883
74,4.6780489876073155
75,6.166232622562603
76,5.067359028322819
77,4.001706258797079
78,4.746978635323115
79,4.743079101080818
80,4.956082778893434
81,4.805780938988653
82,4.777286723176794
83,4.049017481428674
84,5.236559149575125
85,4.00509006905767
86,3.7476864616716403
87,3.0198681035510457
88,2.8605589182899185
89,2.179632960928748
90,2.709395343330404
91,3.3595152523574727
92,3.16322345483687
93,2.4378772239774547
94,3.662819452934669
95,3.0279644784881232
96,2.999413175020316
97,3.570643177276387
98,3.0402967780256205
99,1.6709856796260194
100,2.518191754079213
101,2.9761498141727873
102,3.5951950225550156
103,2.5736318489955954
104,2.0870969752264643
105,2.3563190831734904
106,1.3948475916474983
107,2.797048604571547
108,3.188151442687983
109,1.9943217849416615
110,2.6382815107412445
111,3.4622800812596473
112,2.770850835504702
113,3.2493598127114938
114,2.5355130620412636
115,3.4025731240038963
116,3.055124061091238
117,4.477792697105737
118,6.831324197075727
119,6.066217645603021
