,y
0,-0.9992411625626958
1,-1.113252751944569
2,-1.0725002937637906
3,-1.7164468249023062
4,-0.7976687119041466
5,-1.5500409683631435
6,-0.796788868452543
7,2.043355857236929
8,-0.6136110881025441
9,1.327594472305898
10,-0.5492906757674665
11,1.4515082165671565
12,-1.0725160361307375
13,-0.313057539996468
14,-1.0819573470314179
15,-0.37187816373047977
16,-0.0241284986270367
17,-0.5713252870608624
18,0.8255919453785932
19,1.7962770404307995
20,1.9844754563000242
21,2.2950514128255595
22,3.8437992588189953
23,1.9795516364954995
24,2.999191350393804
25,2.5515393372203183
26,1.9915190040683872
27,2.135389535201835
28,2.7001923537000705
29,3.6346645820671526
30,3.860641790799442
31,3.1667067006602623
32,3.642046582418391
33,3.797543190922194
34,4.147525375201723
35,3.537004796878195
36,4.197953818280235
37,4.5188961625984065
38,4.593708590332372
39,5.710216404141574
40,3.799135114473467
41,6.292140665697795
42,4.120206488666785
43,5.478119944761505
44,5.124285339066988
45,3.5607847986814707
46,2.8219874258075306
47,2.187376226548185
48,2.1399026181822616
49,0.7956873002891347
50,0.6408626272584479
51,-1.729193362473071
52,-1.627549035090078
53,-2.7378226621279618
54,-3.556026167812034
55,-5.366603892605749
56,-4.469421478709683
57,-5.913512408679763
58,-4.391579556387579
59,-3.093029046467093
60,-4.172305470033784
61,-2.5446376070537027
62,-0.7386148652125861
63,-2.071661562119689
64,0.054402691952129684
65,-2.1199230558061766
66,-0.6437880526359872
67,1.2267999002517687
68,-1.2748655167888354
69,1.5579721426528155
70,-1.1727172295370956
71,-1.9264390895867862
72,-1.7265491691303705
73,-1.9195129601619794
74,-2.0552700492186036
75,-1.0967746578590416
76,-1.055045514911905
77,-1.3850570363549397
78,-3.71969468918849
79,-3.374591460846514
80,-4.609253537162775
81,-4.232550947346442
82,-3.609524709230999
83,-3.2405876624446757
84,-2.8601352653407246
85,-2.5161889898539154
86,-2.8330153542406804
87,-2.062817547174228
88,-3.048646490218987
89,-2.909742814029121
90,-3.981815148700959
91,-2.1733876406758323
92,-1.7779511698458725
93,-1.5241529521215946
94,-1.709571036777141
95,-2.9845573749500662
96,-1.7482647539107412
97,-2.4331757282264874
98,-0.31998176223720987
99,0.6288723589285863
100,0.9484385731351621
101,1.6095244237365842
102,2.727670607336859
103,3.4377127721376093
104,1.7754933502322154
105,3.8519192359470846
106,2.6065627507122033
107,2.0436480188128896
108,3.3226656772929015
109,1.8303744998940692
110,2.859727866561937
111,3.6935702241205393
112,1.460875557014755
113,1.332375853518464
114,0.5014722798271929
115,-0.7410577605144283
116,0.2693553536837673
117,-0.11131940057581913
118,0.09907163066383148
119,-0.8406003749185762
