,y
0,-0.9992411625626958
1,-1.6128733332259169
2,-1.0695516187009655
3,-0.9997534982807446
4,-0.35274363672742315
5,-0.41437524667041176
6,-0.17506506684733908
7,2.878944537116493
8,1.6146590695933032
9,0.23707478061232398
10,-1.046844175216042
11,0.6588482324683939
12,-0.7323826061141158
13,-1.4040931047519216
14,-1.456745000287401
15,-0.11811515054084104
16,0.7300179331799994
17,0.2162043783984643
18,0.745655898254897
19,2.4299366569036525
20,2.7189474822382955
21,1.7376967282886164
22,2.6675651175051303
23,1.4215930745401284
24,0.5699538701073926
25,0.7445425820425459
26,0.6185865412785332
27,0.2829598802975874
28,1.3691380282305954
29,2.963991468689738
30,3.238344443178275
31,1.7255714148162857
32,1.1526772946583894
33,1.8541835060690575
34,2.5586362270343237
35,1.7814114713394642
36,1.7890108683786023
37,2.617343710206009
38,2.900804240713602
39,3.506170336511783
40,1.8601426064141457
41,2.794572293149105
42,2.285950304377852
43,2.384619519400689
44,2.485545776603094
45,1.1820242045513931
46,-0.7486792236734106
47,-0.8350656087472959
48,0.3183203942315765
49,-0.23667081024834108
50,-0.7980862466676371
51,-2.5595684683132602
52,-2.795905480985728
53,-2.465657667686073
54,-2.569259109189443
55,-4.291004050009377
56,-3.4200426897189353
57,-2.9455133613592834
58,-1.6654110504860005
59,0.49030735927995556
60,-0.13105433980621709
61,-0.7116835576837828
62,1.5018598709348385
63,0.9267946563493267
64,0.46781603826813206
65,-1.1533912161564952
66,-0.970990275494652
67,1.7286465861670834
68,0.6006945940897116
69,0.43126258267695705
70,-0.832315415811285
71,-2.8209382334714013
72,-3.0199580147108662
73,-1.1890871289590599
74,-0.7738025159655847
75,-0.12144113437956408
76,0.4949640082857992
77,-0.25141978508451485
78,-3.4062950322940764
79,-4.102981851274643
80,-3.563828113755568
81,-2.515788731510304
82,-1.261934653180563
83,-0.2586144069969877
84,-0.2807450659551311
85,-0.4886459169939533
86,-1.0863204307478231
87,-0.8654905859921569
88,-1.4811642212893483
89,-2.034336337475316
90,-2.930566315442771
91,-1.1398942270397763
92,0.7552162223388391
93,0.7845301525578341
94,-0.6274412878739034
95,-2.4957872796238503
96,-1.7856859611258273
97,-0.9606904327335006
98,0.9564133677003273
99,2.566151794369466
100,2.4873438216011925
101,1.564501801459367
102,2.1812406812764813
103,3.08710341605245
104,0.8722832403178797
105,1.0806860013900812
106,1.4597737023243902
107,0.3175880570220573
108,0.8311805676806768
109,0.9523604816987746
110,1.10325652365295
111,2.4102985496688474
112,0.9030485415732772
113,-1.3139063207496997
114,-1.6123275291593526
115,-1.7007354766280693
116,-0.6563292317278717
117,0.47451990091391455
118,0.6746669492842978
119,-0.6725769927436497
