,y
0,-0.9992411625626958
1,-1.6128733332259169
2,-1.0295819721984578
3,-0.9852006230798428
4,-0.3844099434327918
5,-0.41996127944961126
6,-0.21156987051987577
7,2.873367192522038
8,1.5919138398079438
9,0.10504996953071821
10,-0.9757014874593294
11,0.7040808710693163
12,-0.6892248323360063
13,-1.4746481717603555
14,-1.378817134226718
15,-0.0994674113529872
16,0.7244476684436929
17,0.15916180808619607
18,0.7166415430448727
19,2.450026779984259
20,2.6870326052074267
21,1.6724654337058507
22,2.6748536859825425
23,1.4734308390853048
24,0.5400780680469167
25,0.8262861883602398
26,0.670322992816402
27,0.2951919037514619
28,1.4029407680162858
29,3.0007598835654368
30,3.212066491771042
31,1.690782237709449
32,1.1776568064524673
33,1.9431673700729972
34,2.5991482392530596
35,1.7825500440838917
36,1.8024745028766525
37,2.6893116998018147
38,2.928301128472966
39,3.508971769899026
40,1.8945406440391435
41,2.8124682485359935
42,2.3995933528511095
43,2.378790536034634
44,2.560967874319591
45,1.2228765131952806
46,-0.7053231196427889
47,-0.7341915774493807
48,0.4304448125147517
49,-0.20981177264495815
50,-0.8117921660083955
51,-2.5019060904936143
52,-2.761100093554428
53,-2.3889259437346113
54,-2.569041782037404
55,-4.309843943955142
56,-3.425376000661582
57,-2.899351246881735
58,-1.7460287090031366
59,0.44104373196772145
60,-0.2208587332338553
61,-0.8345907156358763
62,1.5019062178135434
63,0.9078137125753314
64,0.3428994197784421
65,-1.1321304359942528
66,-0.9716595360335452
67,1.778688202466416
68,0.5743722421178674
69,0.3190133176603147
70,-0.768152669996243
71,-2.826938567011367
72,-2.9727814348289114
73,-1.1172557663073381
74,-0.7856072333758155
75,-0.20689468366082164
76,0.47792819500694583
77,-0.2956750533234365
78,-3.4478341387716247
79,-4.084633689910811
80,-3.4575565420298746
81,-2.530630568997225
82,-1.310606547725073
83,-0.3246681048415321
84,-0.3610536595346473
85,-0.5606424254053193
86,-1.1163596309073047
87,-0.8918371850591684
88,-1.4877805317751145
89,-2.0726123818065183
90,-2.926394221306228
91,-1.1450666611200164
92,0.7621337158503689
93,0.6781636101644477
94,-0.7172883414153386
95,-2.50819718608683
96,-1.7532749442674656
97,-0.9167690475698937
98,0.896208382588829
99,2.5216989435263093
100,2.3973395913687057
101,1.4952835483956193
102,2.1845782665995808
103,3.1195276321308167
104,0.8453982525286888
105,1.06477130818699
106,1.5783411604043371
107,0.31427386504793403
108,0.8434808143320176
109,1.0302279565404913
110,1.0971241208148095
111,2.4320371886609764
112,0.9208819517096963
113,-1.344872082124988
114,-1.5186305739410018
115,-1.6012279702710628
116,-0.643556207198233
117,0.4917656481047414
118,0.6400549118443968
119,-0.7102842137310054
