,y
0,-0.9992411625626958
1,-1.6128733332259169
2,-1.1295060884547272
3,-1.1464879564024342
4,-0.44739849415012944
5,-0.4489702026157453
6,-0.18427574012680245
7,2.912781631275758
8,1.6308495461105885
9,0.45414485694607964
10,-0.7693063138172904
11,0.6333438703734011
12,-0.8374053572611345
13,-1.4443131101557616
14,-1.4502492578328106
15,-0.29522275800118325
16,0.6062287787833541
17,0.19460853635885433
18,0.850923323697154
19,2.501250741770092
20,2.765653388237596
21,1.9322910830632005
22,2.920144472819832
23,1.5433015033679074
24,0.6799982410599502
25,0.8478044155731289
26,0.5370101815514519
27,0.2320632221720184
28,1.3461408867679285
29,2.90500332427266
30,3.25146371667271
31,1.9098648026802323
32,1.3830105399680304
33,1.9392667196637314
34,2.5164115680022165
35,1.8040259107429848
36,1.8953445404859433
37,2.6816767530413292
38,2.903659377147511
39,3.5954974126364583
40,1.9951774823402233
41,2.9413946694563813
42,2.355112893918916
43,2.3871939743325985
44,2.5783000707724164
45,1.1923667567516034
46,-0.6914269529695081
47,-0.8579200874960526
48,0.10733210087682614
49,-0.4793310285997619
50,-0.8841974169460854
51,-2.6061106849054814
52,-2.926867158641801
53,-2.6760384757317435
54,-2.8537178608740326
55,-4.471205765798122
56,-3.5652547122978104
57,-3.187035439346434
58,-1.9084973546281576
59,0.41634747776451225
60,-0.14051688256003858
61,-0.5205070855361239
62,1.712283017250476
63,0.9633539737333919
64,0.6329637370442422
65,-0.9199600684844712
66,-0.9238272713089035
67,1.688505201354137
68,0.48055199659318304
69,0.5444372464395784
70,-0.6639810550850066
71,-2.8418248512103297
72,-3.0528330581718723
73,-1.427197192094817
74,-1.0679805645109222
75,-0.21328903992053738
76,0.5348130793166871
77,-0.20893575473058545
78,-3.285462814792794
79,-4.034602302319907
80,-3.7599509548782115
81,-2.8818903176797694
82,-1.490699293623653
83,-0.37104986797671
84,-0.257104169769232
85,-0.35857124403047175
86,-0.9561021366943234
87,-0.796752287610871
88,-1.469971115453705
89,-2.0511003234619207
90,-2.957727842160431
91,-1.250168684764315
92,0.5956135237854256
93,0.7124957815668942
94,-0.44826202337327453
95,-2.3000010845003747
96,-1.7475305342202276
97,-1.110555219520956
98,0.7949770277977285
99,2.562117539535582
100,2.604924421663157
101,1.858615598057389
102,2.4646270253873013
103,3.226481756148723
104,0.986071028114018
105,1.2877571169389128
106,1.522588304201924
107,0.23329282055359263
108,0.8806851177876907
109,0.9149518683087208
110,1.0330345462634207
111,2.4408744676579635
112,0.9144117072790546
113,-1.20728697536377
114,-1.533036423851469
115,-1.8978908144904123
116,-0.9029649549999545
117,0.29939848012904774
118,0.5727715295564184
119,-0.6154723160589236
