,y
0,-0.9992411625626958
1,-0.8634424613038951
2,-0.6692819604573115
3,-1.0843358958916807
4,0.330748366436681
5,-0.2942704636742526
6,0.45296339973596933
7,2.9975302323823367
8,-0.43123538631255953
9,1.5089880556104067
10,-1.0918162228974595
11,0.6168473670655432
12,-2.4222278669940644
13,-0.00464695595326392
14,-1.1754195854399934
15,0.07960195363656974
16,0.33007450780786063
17,0.3518496091291702
18,1.449030331604928
19,1.8076182101127276
20,1.3515664409218553
21,1.312275386247109
22,2.435293152581766
23,-0.6279904652352325
24,0.539992958150721
25,0.03358385367456593
26,-0.487545051000844
27,-0.07243085492110007
28,1.1933956071872174
29,1.7811685711736271
30,1.9053098209969042
31,1.0613825030097024
32,1.05179303215397
33,0.6337179021284022
34,0.8953149279220157
35,0.5476472910486381
36,1.5099937434987303
37,1.3650634429394721
38,1.268322204067113
39,2.3954875913118365
40,0.17702215168002833
41,2.6345398692314355
42,-0.2158318207152315
43,1.615807713686822
44,1.02522967761224
45,-0.1584607659965045
46,-0.9867945870357507
47,-0.7538669577122981
48,-0.5489542505888584
49,-1.0763942748036117
50,0.009498757678218561
51,-2.190394382795123
52,-1.428298996825787
53,-2.068109195815332
54,-1.8162950943845853
55,-2.851341361648518
56,-0.8411638503430184
57,-2.3683926539582747
58,-0.009716691567162372
59,1.4116762100231475
60,-0.06153963918599048
61,0.9963354487865774
62,2.045422140484943
63,-0.6923107901198914
64,1.3245808079763421
65,-1.308720175300169
66,-0.281898649638982
67,1.1994418971698624
68,-1.1077403399305015
69,1.9069887824098242
70,-1.2645172564971021
71,-2.2667336168580783
72,-1.8477076339745047
73,-0.9638283631349538
74,-1.0558912162278422
75,1.1153979896747634
76,0.9012434901499365
77,-0.13545932781354564
78,-2.590089192098303
79,-1.9117798661193315
80,-3.182859886399096
81,-1.7134971059638895
82,-0.12667398421177245
83,0.7196434404956863
84,0.5347530802731416
85,0.4965751756953243
86,-0.5683364369696935
87,-0.22663615251202474
88,-1.4450772190255883
89,-1.099932187697961
90,-2.0926440914257336
91,0.16826382445291577
92,0.31132887488540517
93,0.8182886448556642
94,0.3027048267837027
95,-1.4726573033391608
96,-0.7632875736112048
97,-1.4724938697797707
98,1.3234734847660747
99,2.1236337717651494
100,2.021363962587057
101,1.5794930390867625
102,1.8772138652326396
103,1.359422000477632
104,-0.709116643782917
105,1.7202283626451287
106,-0.2851916130488009
107,-0.7157297188199506
108,1.1127077558637093
109,-0.23797407508547475
110,0.7190855998305414
111,1.9153914066627378
112,-0.5474867999398104
113,-0.6376869058875382
114,-1.0792688859865567
115,-2.2691600113863672
116,-0.3122225567395457
117,0.3602387474332587
118,0.7104936957307073
119,-0.2504828935193655
